N,P,K,ph,soil_type
79,80,66,7.52,Alkaline
17,44,14,4.12,Acidic
81,45,91,3.89,Acidic
64,124,15,7.85,Alkaline
82,85,66,7.34,Sandy
135,42,81,8.87,Alkaline
130,104,108,6.62,Loamy
24,61,60,6.68,Sandy
68,70,114,7.74,Alkaline
81,34,53,5.44,Acidic
116,14,20,3.72,Acidic
94,65,77,4.88,Acidic
32,40,120,4.93,Acidic
110,58,97,5.51,Loamy
124,101,141,9.16,Alkaline
15,8,37,8.33,Alkaline
79,58,92,9.12,Alkaline
37,115,167,9.49,Alkaline
134,95,43,6.1,Loamy
77,93,118,4.86,Acidic
62,68,81,6.86,Sandy
111,123,91,8.79,Alkaline
88,96,157,6.29,Clay
37,85,118,6.53,Sandy
51,63,60,4.31,Acidic
28,48,180,6.02,Clay
75,80,142,5.82,Clay
63,105,45,5.61,Sandy
90,129,108,8.82,Alkaline
88,20,103,3.86,Acidic
12,59,63,9.33,Alkaline
71,99,160,3.55,Acidic
4,83,126,9.17,Alkaline
11,81,124,6.79,Clay
2,44,45,7.71,Alkaline
32,25,70,4.62,Acidic
120,70,183,7.43,Loamy
49,140,66,8.79,Alkaline
136,14,162,4.34,Acidic
28,136,44,4.26,Acidic
38,47,44,5.32,Acidic
90,109,201,4.47,Acidic
99,67,106,4.16,Acidic
16,86,194,7.57,Alkaline
55,55,19,4.78,Acidic
45,60,128,7.5,Clay
66,38,135,8.67,Alkaline
66,63,28,7.41,Sandy
22,134,173,4.22,Acidic
93,134,195,6.94,Loamy
53,142,52,5.86,Sandy
137,122,193,5.56,Loamy
76,132,52,5.41,Acidic
15,21,51,9.08,Alkaline
40,86,188,7.96,Alkaline
97,18,109,4.3,Acidic
127,85,117,6.36,Loamy
60,127,12,5.41,Acidic
85,20,22,9.37,Alkaline
117,36,112,9.37,Alkaline
99,27,88,5.42,Acidic
48,106,155,5.61,Clay
1,102,201,7.1,Clay
119,108,69,6.38,Loamy
122,130,113,4.78,Acidic
85,72,50,7.46,Sandy
76,68,70,5.5,Sandy
135,75,84,7.42,Loamy
58,22,201,5.8,Clay
11,117,154,7.7,Alkaline
3,129,197,7.51,Alkaline
116,131,144,6.55,Loamy
94,65,151,7.73,Alkaline
124,79,154,6.27,Loamy
40,111,187,4.2,Acidic
122,143,110,4.59,Acidic
6,85,130,4.98,Acidic
68,110,194,3.88,Acidic
68,32,183,7.77,Alkaline
80,12,180,5.7,Clay
29,95,149,4.06,Acidic
72,125,17,8.42,Alkaline
5,70,32,7.6,Alkaline
88,99,127,6.21,Clay
65,68,71,4.98,Acidic
9,69,9,4.41,Acidic
36,129,104,6.25,Sandy
76,18,192,8.81,Alkaline
76,29,147,4.63,Acidic
31,104,85,6.91,Sandy
46,109,48,9.27,Alkaline
109,135,123,7.32,Loamy
119,137,50,6.14,Loamy
9,69,161,7.8,Alkaline
96,23,72,8.45,Alkaline
4,110,132,7.04,Clay
76,58,53,8.73,Alkaline
0,142,175,6.59,Clay
130,108,106,8.48,Alkaline
66,19,200,9.21,Alkaline
14,52,81,6.51,Sandy
92,143,24,7.13,Loamy
29,38,115,7.16,Sandy
102,103,150,8.19,Alkaline
81,23,196,8.44,Alkaline
74,74,181,3.66,Acidic
59,119,119,7.9,Alkaline
39,100,174,8.2,Alkaline
73,79,16,7.7,Alkaline
120,40,83,7.78,Alkaline
2,67,123,3.75,Acidic
35,97,40,6.15,Sandy
42,9,12,8.41,Alkaline
114,29,32,9.1,Alkaline
108,102,120,4.88,Acidic
89,16,90,6.98,Sandy
83,141,192,8.33,Alkaline
76,88,53,8.01,Alkaline
4,33,170,7.21,Clay
77,113,84,3.61,Acidic
90,31,190,7.84,Alkaline
86,59,9,8.14,Alkaline
13,137,50,7.84,Alkaline
103,56,102,8.09,Alkaline
82,17,106,6.09,Sandy
53,46,6,9.46,Alkaline
131,83,29,8.12,Alkaline
94,22,5,6.97,Sandy
8,54,201,9.11,Alkaline
52,6,172,8.95,Alkaline
76,91,72,8.39,Alkaline
59,111,73,6.88,Sandy
45,145,201,6.66,Clay
53,51,20,5.47,Acidic
73,93,186,5.01,Acidic
111,16,195,6.57,Clay
94,17,22,6.97,Sandy
22,141,111,4.97,Acidic
26,63,21,9.04,Alkaline
69,47,129,6.84,Clay
108,78,86,6.66,Loamy
76,27,8,6.11,Sandy
49,83,119,3.85,Acidic
123,27,99,8.79,Alkaline
18,105,99,5.4,Acidic
0,113,141,7.35,Clay
39,115,35,7.14,Sandy
21,21,137,7.01,Clay
111,90,20,6.65,Loamy
39,43,46,4.59,Acidic
37,45,173,5.18,Acidic
47,52,34,6.65,Sandy
74,81,30,8.24,Alkaline
106,5,181,6.09,Clay
7,121,35,4.72,Acidic
85,23,54,4.03,Acidic
67,63,147,7.48,Clay
74,111,56,6.04,Sandy
136,142,170,4.25,Acidic
89,32,42,7.55,Alkaline
129,38,192,4.75,Acidic
79,43,24,6.55,Sandy
94,130,103,5.34,Acidic
69,87,48,9.09,Alkaline
89,110,115,4.87,Acidic
58,114,93,6.02,Sandy
27,125,67,9.26,Alkaline
71,111,122,5.41,Acidic
13,135,182,7.37,Clay
23,27,154,5.4,Acidic
111,75,76,4.16,Acidic
43,111,58,7.27,Sandy
55,50,141,9.0,Alkaline
119,74,147,6.22,Loamy
31,35,52,7.26,Sandy
24,97,152,7.15,Clay
115,141,167,5.99,Loamy
65,122,105,7.19,Sandy
41,85,199,5.06,Acidic
75,64,64,5.77,Sandy
136,80,102,6.15,Loamy
37,67,166,8.68,Alkaline
60,104,104,5.59,Sandy
88,52,103,7.31,Sandy
17,78,77,4.78,Acidic
69,62,123,5.02,Acidic
81,34,186,7.39,Clay
115,14,132,8.07,Alkaline
79,43,144,6.27,Clay
14,59,92,5.51,Sandy
12,32,109,8.96,Alkaline
118,122,23,4.31,Acidic
42,118,84,7.82,Alkaline
56,79,30,7.64,Alkaline
16,69,155,7.64,Alkaline
31,85,125,9.11,Alkaline
54,104,37,7.87,Alkaline
12,104,110,5.31,Acidic
46,50,189,5.62,Clay
86,64,34,5.85,Sandy
61,141,155,3.68,Acidic
28,101,130,8.98,Alkaline
21,7,40,3.94,Acidic
64,140,129,7.7,Alkaline
28,118,128,7.88,Alkaline
47,120,175,8.56,Alkaline
4,62,198,6.82,Clay
100,74,185,7.85,Alkaline
70,97,122,5.32,Acidic
140,144,127,7.97,Alkaline
137,141,192,5.56,Loamy
65,109,41,8.92,Alkaline
71,53,65,4.48,Acidic
24,87,100,5.39,Acidic
59,21,124,6.49,Clay
39,58,185,8.16,Alkaline
6,116,16,7.99,Alkaline
45,53,126,4.76,Acidic
85,89,39,4.37,Acidic
140,16,71,5.32,Acidic
20,130,42,6.4,Sandy
0,102,28,6.73,Sandy
122,140,85,6.07,Loamy
124,52,172,7.48,Loamy
32,140,197,6.07,Clay
3,32,189,9.18,Alkaline
2,84,76,5.07,Acidic
90,14,83,7.26,Sandy
51,56,118,7.17,Sandy
27,136,49,5.19,Acidic
69,94,204,5.97,Clay
56,66,129,5.69,Clay
107,111,100,4.53,Acidic
23,136,17,6.36,Sandy
76,45,114,5.82,Sandy
75,103,10,4.57,Acidic
68,59,101,6.2,Sandy
100,32,75,6.03,Sandy
91,105,51,4.29,Acidic
91,51,97,4.29,Acidic
29,141,105,7.39,Sandy
17,134,48,7.74,Alkaline
43,121,36,9.15,Alkaline
98,112,7,4.02,Acidic
120,73,186,4.21,Acidic
114,32,88,3.81,Acidic
59,83,170,6.69,Clay
55,18,8,7.24,Sandy
30,50,149,5.92,Clay
100,145,169,8.29,Alkaline
58,20,92,7.62,Alkaline
123,85,110,9.42,Alkaline
129,62,109,4.33,Acidic
96,52,40,3.85,Acidic
106,53,62,5.15,Acidic
17,93,173,3.61,Acidic
70,134,12,9.1,Alkaline
105,18,199,5.32,Acidic
53,107,162,6.81,Clay
93,125,90,5.41,Acidic
75,127,184,4.97,Acidic
34,142,101,4.41,Acidic
10,74,157,5.42,Acidic
60,107,184,7.19,Clay
43,106,63,9.33,Alkaline
120,68,34,6.85,Loamy
67,22,105,6.7,Sandy
24,67,71,3.71,Acidic
83,53,136,8.54,Alkaline
113,60,97,3.77,Acidic
131,95,189,8.94,Alkaline
0,62,67,6.73,Sandy
130,59,36,4.51,Acidic
85,89,91,6.21,Sandy
61,23,55,9.47,Alkaline
63,107,67,5.33,Acidic
125,116,84,5.12,Acidic
104,112,91,4.21,Acidic
61,51,114,7.08,Sandy
34,111,105,4.04,Acidic
12,88,133,8.1,Alkaline
42,132,23,9.02,Alkaline
129,62,105,9.09,Alkaline
110,101,167,4.15,Acidic
127,51,195,6.85,Loamy
50,144,98,4.08,Acidic
134,107,85,6.93,Loamy
44,88,107,8.39,Alkaline
41,53,117,6.73,Sandy
134,135,158,8.73,Alkaline
14,116,17,8.31,Alkaline
59,64,122,5.16,Acidic
39,70,90,7.28,Sandy
111,91,27,3.54,Acidic
76,130,111,5.88,Sandy
104,30,167,4.93,Acidic
106,75,16,9.12,Alkaline
121,78,141,5.93,Loamy
79,51,82,7.42,Sandy
124,80,71,7.89,Alkaline
133,100,112,8.14,Alkaline
31,35,48,7.91,Alkaline
107,26,193,5.23,Acidic
113,21,153,7.62,Alkaline
67,140,11,6.79,Sandy
126,102,132,7.08,Loamy
134,53,101,3.5,Acidic
113,91,15,5.05,Acidic
7,42,177,9.08,Alkaline
63,57,164,5.24,Acidic
134,32,110,6.13,Sandy
40,81,87,4.62,Acidic
39,143,40,4.33,Acidic
2,22,122,4.75,Acidic
109,54,169,6.82,Loamy
113,93,45,9.01,Alkaline
111,49,96,5.46,Acidic
3,131,53,5.44,Acidic
133,97,147,6.88,Loamy
25,25,145,5.64,Clay
138,80,57,8.96,Alkaline
16,95,111,5.77,Sandy
91,100,37,6.44,Loamy
30,100,204,6.7,Clay
106,79,123,8.19,Alkaline
110,114,36,6.88,Loamy
100,86,122,4.93,Acidic
111,132,180,4.24,Acidic
61,107,200,9.13,Alkaline
111,137,189,8.31,Alkaline
115,143,66,3.64,Acidic
34,39,86,8.43,Alkaline
27,116,134,7.04,Clay
102,91,81,6.61,Loamy
124,123,20,3.57,Acidic
101,102,127,8.19,Alkaline
136,85,12,4.69,Acidic
20,142,151,7.87,Alkaline
51,86,164,3.6,Acidic
96,140,71,8.28,Alkaline
50,30,119,3.64,Acidic
82,7,117,4.92,Acidic
54,63,36,5.11,Acidic
76,120,109,4.45,Acidic
126,135,29,6.39,Loamy
92,134,57,5.2,Acidic
87,40,85,9.46,Alkaline
79,90,29,6.98,Sandy
91,102,37,6.9,Loamy
46,128,35,4.83,Acidic
37,77,40,5.95,Sandy
138,114,91,4.24,Acidic
14,126,127,8.08,Alkaline
0,134,181,5.49,Acidic
134,31,48,8.01,Alkaline
0,72,52,5.73,Sandy
48,18,162,9.43,Alkaline
95,102,17,4.53,Acidic
25,27,175,3.51,Acidic
86,119,148,7.07,Clay
92,116,95,9.22,Alkaline
101,100,158,7.38,Loamy
70,82,179,4.01,Acidic
139,65,169,6.74,Loamy
94,89,135,8.96,Alkaline
117,75,158,3.54,Acidic
118,89,147,4.5,Acidic
50,54,70,8.39,Alkaline
80,144,32,8.86,Alkaline
35,19,129,7.74,Alkaline
66,38,170,9.45,Alkaline
128,39,176,4.04,Acidic
113,43,185,6.77,Clay
110,137,84,7.61,Alkaline
99,34,136,7.72,Alkaline
108,136,76,8.26,Alkaline
119,107,48,9.01,Alkaline
78,78,123,5.67,Clay
133,59,50,3.76,Acidic
18,64,88,5.67,Sandy
126,28,30,7.53,Alkaline
28,26,100,4.78,Acidic
23,36,17,8.36,Alkaline
9,99,129,4.82,Acidic
104,87,73,3.56,Acidic
54,7,176,6.55,Clay
1,74,185,7.86,Alkaline
134,134,55,5.6,Loamy
110,92,17,7.99,Alkaline
37,113,173,6.13,Clay
130,63,143,4.53,Acidic
101,81,169,4.04,Acidic
94,18,64,7.76,Alkaline
91,55,36,5.81,Loamy
70,143,177,8.98,Alkaline
23,82,22,6.74,Sandy
67,84,97,5.59,Sandy
127,14,152,5.59,Clay
92,84,48,4.29,Acidic
43,128,168,7.06,Clay
132,38,201,6.99,Clay
54,125,41,8.3,Alkaline
28,84,165,4.71,Acidic
36,57,131,5.24,Acidic
114,22,23,4.08,Acidic
2,106,183,5.27,Acidic
121,139,36,6.07,Loamy
42,102,110,9.28,Alkaline
6,49,26,7.42,Sandy
124,39,126,8.2,Alkaline
48,118,133,5.45,Acidic
120,25,58,4.37,Acidic
72,100,152,5.04,Acidic
40,48,62,5.04,Acidic
105,84,167,7.0,Loamy
76,60,74,5.55,Sandy
126,142,202,8.64,Alkaline
90,59,193,9.43,Alkaline
7,47,67,5.56,Sandy
31,54,193,7.73,Alkaline
63,10,189,7.44,Clay
137,66,7,4.67,Acidic
12,59,103,9.01,Alkaline
92,144,49,4.7,Acidic
60,120,147,7.92,Alkaline
7,35,21,5.59,Sandy
28,78,147,5.7,Clay
94,38,9,6.23,Sandy
40,14,178,8.69,Alkaline
10,56,15,4.34,Acidic
1,82,196,3.83,Acidic
130,7,96,5.91,Sandy
79,139,146,3.83,Acidic
86,8,43,7.63,Alkaline
105,52,199,8.06,Alkaline
138,78,187,8.63,Alkaline
16,83,46,7.96,Alkaline
22,8,98,9.0,Alkaline
47,8,9,7.99,Alkaline
19,124,56,9.12,Alkaline
1,123,154,4.66,Acidic
87,21,48,6.5,Sandy
30,100,119,9.46,Alkaline
129,74,191,7.59,Alkaline
77,101,157,8.77,Alkaline
3,12,131,3.68,Acidic
140,118,120,8.73,Alkaline
127,9,153,7.69,Alkaline
133,51,196,4.52,Acidic
30,44,72,3.65,Acidic
137,126,51,5.06,Acidic
20,139,131,8.99,Alkaline
22,144,39,7.51,Alkaline
130,98,11,9.02,Alkaline
28,32,188,6.18,Clay
104,81,120,9.12,Alkaline
51,53,56,6.28,Sandy
114,90,114,4.73,Acidic
100,58,50,4.41,Acidic
83,22,141,9.46,Alkaline
60,31,190,5.5,Clay
124,76,27,4.46,Acidic
70,138,135,3.55,Acidic
69,126,131,5.21,Acidic
138,109,193,8.83,Alkaline
107,73,13,6.7,Loamy
20,75,57,7.29,Sandy
130,121,200,9.03,Alkaline
81,36,181,6.58,Clay
87,113,202,8.53,Alkaline
110,101,52,5.44,Acidic
9,5,127,9.36,Alkaline
11,112,86,3.97,Acidic
6,118,113,7.85,Alkaline
113,45,11,7.46,Sandy
25,12,103,4.65,Acidic
14,34,35,5.83,Sandy
32,50,106,5.38,Acidic
61,109,60,4.07,Acidic
46,100,103,7.01,Sandy
94,65,193,9.46,Alkaline
34,145,9,6.86,Sandy
75,93,34,6.77,Sandy
122,130,26,3.74,Acidic
82,65,149,4.34,Acidic
24,124,142,6.58,Clay
56,125,203,9.41,Alkaline
31,52,200,8.76,Alkaline
62,63,174,5.54,Clay
11,15,31,6.76,Sandy
62,29,131,6.82,Clay
76,50,139,7.61,Alkaline
91,58,27,7.63,Alkaline
0,38,79,8.24,Alkaline
69,88,121,3.65,Acidic
135,139,140,9.16,Alkaline
132,66,12,3.92,Acidic
85,61,105,6.36,Sandy
38,97,9,9.02,Alkaline
22,120,203,6.43,Clay
67,80,90,3.88,Acidic
3,137,134,4.88,Acidic
125,80,183,6.97,Loamy
20,41,198,4.03,Acidic
104,34,16,6.04,Sandy
65,46,51,5.47,Acidic
6,65,187,8.39,Alkaline
48,52,30,4.16,Acidic
15,88,106,7.6,Alkaline
83,97,124,5.94,Clay
86,72,177,7.03,Clay
97,50,194,4.73,Acidic
74,117,74,7.16,Sandy
33,32,6,7.54,Alkaline
25,81,30,3.92,Acidic
65,125,18,8.45,Alkaline
124,7,86,8.67,Alkaline
62,41,106,3.88,Acidic
86,96,189,7.12,Clay
40,87,36,7.06,Sandy
97,21,66,3.57,Acidic
123,125,119,5.55,Loamy
78,91,34,9.31,Alkaline
9,44,145,6.83,Clay
14,77,172,9.1,Alkaline
41,33,35,7.55,Alkaline
92,46,41,3.67,Acidic
16,33,177,3.97,Acidic
8,70,106,7.83,Alkaline
113,128,132,6.83,Loamy
35,124,90,4.26,Acidic
35,113,63,7.18,Sandy
47,96,32,8.36,Alkaline
50,116,126,8.02,Alkaline
96,56,65,4.98,Acidic
118,64,151,5.05,Acidic
94,98,175,9.31,Alkaline
69,102,191,8.82,Alkaline
73,18,20,5.41,Acidic
79,55,73,8.44,Alkaline
67,28,48,4.47,Acidic
76,111,117,4.68,Acidic
115,77,198,4.59,Acidic
5,88,142,4.03,Acidic
74,65,179,8.63,Alkaline
87,110,23,6.97,Sandy
2,98,88,5.05,Acidic
51,67,97,8.59,Alkaline
73,99,183,8.32,Alkaline
124,39,145,4.11,Acidic
64,71,195,7.36,Clay
51,60,148,7.83,Alkaline
75,44,185,7.79,Alkaline
88,138,167,7.84,Alkaline
71,133,104,4.52,Acidic
67,28,191,5.39,Acidic
137,106,43,8.57,Alkaline
114,119,71,8.89,Alkaline
56,139,77,5.18,Acidic
65,79,193,3.64,Acidic
89,15,54,8.66,Alkaline
49,40,57,5.76,Sandy
13,67,50,5.48,Acidic
15,84,56,5.58,Sandy
41,92,128,5.99,Clay
109,34,161,5.77,Clay
21,107,9,6.9,Sandy
67,116,199,3.97,Acidic
18,88,78,9.33,Alkaline
65,109,99,9.12,Alkaline
72,25,79,9.11,Alkaline
53,41,172,8.78,Alkaline
111,31,204,7.46,Clay
17,106,120,4.83,Acidic
116,42,134,3.8,Acidic
84,64,72,4.1,Acidic
138,74,194,5.44,Acidic
38,36,84,6.52,Sandy
104,84,190,9.46,Alkaline
67,135,109,6.11,Sandy
24,106,73,6.65,Sandy
122,106,190,7.67,Alkaline
120,34,167,4.58,Acidic
60,26,146,9.1,Alkaline
99,23,147,6.67,Clay
50,35,138,5.16,Acidic
97,24,20,9.11,Alkaline
136,134,91,7.25,Loamy
1,44,128,6.4,Clay
4,95,178,6.98,Clay
85,76,195,7.99,Alkaline
132,113,144,4.43,Acidic
67,31,45,8.69,Alkaline
8,83,123,9.26,Alkaline
92,144,23,6.9,Loamy
137,82,80,7.59,Alkaline
124,21,113,8.66,Alkaline
60,88,123,5.75,Clay
50,142,117,9.46,Alkaline
9,92,6,7.58,Alkaline
133,78,24,6.04,Loamy
61,131,123,7.56,Alkaline
112,106,99,6.63,Loamy
132,100,141,4.17,Acidic
121,55,25,8.28,Alkaline
122,105,12,6.89,Loamy
62,75,171,8.28,Alkaline
110,75,169,4.43,Acidic
88,14,33,6.73,Sandy
50,101,39,8.1,Alkaline
131,138,42,9.43,Alkaline
103,10,94,8.81,Alkaline
122,81,167,8.69,Alkaline
47,81,72,4.98,Acidic
31,6,135,8.53,Alkaline
119,55,113,4.52,Acidic
98,125,115,4.69,Acidic
73,132,16,4.16,Acidic
33,6,36,8.65,Alkaline
69,55,179,4.15,Acidic
109,74,67,4.33,Acidic
15,24,158,4.98,Acidic
58,27,47,6.94,Sandy
18,58,111,8.78,Alkaline
94,138,176,6.01,Loamy
112,140,42,6.78,Loamy
40,61,33,4.5,Acidic
80,119,59,5.1,Acidic
102,127,56,4.3,Acidic
53,40,119,5.96,Sandy
94,75,23,7.04,Loamy
61,73,39,5.2,Acidic
98,62,52,8.58,Alkaline
92,67,114,9.39,Alkaline
64,20,192,4.22,Acidic
67,138,35,3.61,Acidic
27,82,7,8.24,Alkaline
17,126,167,4.64,Acidic
25,6,92,5.62,Sandy
103,118,56,5.87,Loamy
54,118,75,9.0,Alkaline
118,128,55,7.45,Loamy
123,90,60,3.74,Acidic
133,133,103,3.59,Acidic
128,25,25,4.7,Acidic
7,5,133,5.41,Acidic
50,136,112,6.41,Sandy
84,62,57,8.53,Alkaline
24,5,10,5.39,Acidic
82,145,86,5.76,Sandy
92,11,194,5.48,Acidic
116,55,83,3.55,Acidic
137,7,51,9.23,Alkaline
55,35,100,4.33,Acidic
11,104,110,5.23,Acidic
119,66,182,4.28,Acidic
70,112,86,6.44,Sandy
16,59,35,9.09,Alkaline
121,48,196,4.1,Acidic
123,85,161,6.15,Loamy
9,34,147,3.63,Acidic
30,70,62,8.13,Alkaline
59,140,27,7.35,Sandy
69,18,170,7.7,Alkaline
16,105,45,6.33,Sandy
49,110,19,8.95,Alkaline
36,107,91,5.96,Sandy
117,66,7,6.58,Loamy
79,79,5,7.67,Alkaline
10,83,79,6.62,Sandy
133,111,143,4.64,Acidic
122,100,192,5.4,Acidic
34,44,197,4.05,Acidic
32,145,80,6.1,Sandy
17,111,8,7.16,Sandy
12,21,29,4.21,Acidic
89,19,204,7.28,Clay
109,20,175,8.86,Alkaline
0,17,98,5.53,Sandy
62,40,172,4.83,Acidic
33,47,100,8.86,Alkaline
102,118,112,7.65,Alkaline
9,78,103,4.13,Acidic
127,85,99,5.95,Loamy
6,98,104,7.54,Alkaline
55,145,95,6.95,Sandy
79,34,48,7.21,Sandy
11,34,204,6.9,Clay
47,14,191,8.29,Alkaline
25,103,132,5.42,Acidic
111,98,27,7.75,Alkaline
121,43,194,9.45,Alkaline
11,41,27,5.84,Sandy
41,135,190,8.25,Alkaline
60,93,59,4.98,Acidic
57,18,165,5.19,Acidic
33,43,81,9.11,Alkaline
6,134,67,3.66,Acidic
108,47,107,4.8,Acidic
34,135,64,6.4,Sandy
14,12,193,5.91,Clay
24,100,84,7.28,Sandy
58,69,193,4.66,Acidic
78,83,99,3.92,Acidic
85,136,73,5.72,Sandy
133,72,118,6.65,Loamy
87,96,108,6.87,Sandy
70,14,112,7.11,Sandy
120,79,93,6.79,Loamy
92,65,25,4.97,Acidic
95,51,135,8.09,Alkaline
31,7,180,4.03,Acidic
52,107,14,4.69,Acidic
58,21,91,7.94,Alkaline
68,26,174,5.18,Acidic
131,120,198,6.46,Loamy
85,95,95,5.46,Acidic
17,108,178,6.54,Clay
80,7,141,5.58,Clay
113,56,127,9.47,Alkaline
23,115,181,5.64,Clay
65,46,8,7.26,Sandy
140,134,192,8.83,Alkaline
61,43,94,7.33,Sandy
53,50,100,6.9,Sandy
130,52,33,6.92,Loamy
36,31,90,6.48,Sandy
36,19,51,8.35,Alkaline
130,11,81,3.8,Acidic
34,113,91,8.81,Alkaline
123,46,195,7.02,Clay
17,13,35,8.59,Alkaline
121,109,55,3.56,Acidic
47,138,173,8.72,Alkaline
16,80,40,4.22,Acidic
134,34,172,7.83,Alkaline
56,88,99,6.0,Sandy
7,130,192,7.59,Alkaline
127,88,19,7.27,Loamy
116,58,82,4.48,Acidic
55,114,162,6.59,Clay
125,31,162,5.16,Acidic
58,88,159,6.86,Clay
57,11,44,7.93,Alkaline
139,108,49,3.99,Acidic
107,76,179,6.59,Loamy
73,6,94,7.21,Sandy
100,142,60,5.27,Acidic
47,54,58,9.22,Alkaline
70,22,89,6.62,Sandy
115,20,13,4.6,Acidic
121,56,122,4.15,Acidic
77,88,69,6.75,Sandy
28,100,112,5.75,Sandy
92,46,202,4.66,Acidic
72,117,133,3.68,Acidic
99,128,145,6.9,Loamy
73,19,42,7.09,Sandy
94,94,177,4.35,Acidic
16,46,109,7.11,Sandy
136,49,44,9.21,Alkaline
96,98,147,9.37,Alkaline
8,111,182,8.83,Alkaline
134,26,134,8.34,Alkaline
18,132,185,4.76,Acidic
133,42,158,4.44,Acidic
113,101,198,6.17,Loamy
138,105,79,7.22,Loamy
124,11,37,8.6,Alkaline
60,48,89,4.89,Acidic
41,80,63,6.38,Sandy
12,11,99,7.38,Sandy
139,64,30,6.17,Loamy
84,5,107,6.23,Sandy
19,66,25,4.85,Acidic
49,91,181,9.42,Alkaline
91,93,84,6.35,Loamy
87,22,75,6.7,Sandy
68,112,203,4.81,Acidic
36,139,70,6.58,Sandy
139,119,41,5.03,Acidic
98,58,18,4.71,Acidic
124,71,204,5.15,Acidic
53,97,112,3.52,Acidic
129,142,139,6.92,Loamy
40,63,170,5.82,Clay
44,73,177,8.89,Alkaline
102,102,154,3.74,Acidic
105,12,176,3.76,Acidic
136,59,85,8.82,Alkaline
127,138,84,4.26,Acidic
85,133,107,3.51,Acidic
46,60,39,4.57,Acidic
4,108,106,8.44,Alkaline
0,118,192,8.32,Alkaline
43,92,135,5.54,Clay
37,142,122,7.51,Alkaline
18,112,199,6.54,Clay
114,27,204,8.93,Alkaline
86,105,99,3.84,Acidic
122,60,59,8.38,Alkaline
81,112,13,4.52,Acidic
140,99,73,5.85,Loamy
57,10,32,4.65,Acidic
66,34,147,7.72,Alkaline
121,133,117,7.57,Alkaline
86,55,35,6.79,Sandy
130,110,63,7.69,Alkaline
54,93,86,7.34,Sandy
88,131,58,8.16,Alkaline
57,50,200,4.94,Acidic
62,125,179,6.07,Clay
90,103,46,4.41,Acidic
51,73,27,6.08,Sandy
125,67,113,7.71,Alkaline
23,54,90,7.65,Alkaline
71,16,69,7.76,Alkaline
8,73,93,5.35,Acidic
109,77,58,7.47,Loamy
93,48,122,5.7,Clay
116,56,109,9.17,Alkaline
82,13,15,5.56,Sandy
79,122,67,7.12,Sandy
99,14,26,8.0,Alkaline
39,50,186,8.94,Alkaline
102,107,121,6.13,Loamy
61,41,168,5.66,Clay
68,56,62,6.08,Sandy
108,103,24,5.44,Acidic
3,85,148,7.42,Clay
71,17,188,9.1,Alkaline
16,138,97,4.26,Acidic
113,105,54,6.87,Loamy
84,132,94,8.89,Alkaline
56,52,108,4.1,Acidic
106,15,198,6.46,Clay
47,85,131,8.69,Alkaline
116,9,117,8.9,Alkaline
30,10,78,6.59,Sandy
111,121,17,3.65,Acidic
46,46,19,4.13,Acidic
133,85,77,7.02,Loamy
107,7,31,4.24,Acidic
71,64,140,4.4,Acidic
70,97,202,8.13,Alkaline
107,53,182,8.0,Alkaline
52,38,92,8.56,Alkaline
15,41,199,4.13,Acidic
115,46,158,4.69,Acidic
72,5,40,8.5,Alkaline
73,136,153,7.83,Alkaline
80,107,56,8.34,Alkaline
11,114,143,9.44,Alkaline
127,38,12,8.69,Alkaline
69,5,61,6.62,Sandy
40,57,114,5.36,Acidic
58,26,178,6.92,Clay
88,20,134,7.33,Clay
23,123,68,5.51,Sandy
79,90,184,8.13,Alkaline
133,46,197,4.06,Acidic
131,75,15,8.18,Alkaline
91,121,138,3.69,Acidic
91,24,100,6.49,Sandy
80,112,80,8.67,Alkaline
70,134,68,4.02,Acidic
64,11,105,6.61,Sandy
51,13,97,4.46,Acidic
29,31,187,8.87,Alkaline
98,134,48,8.49,Alkaline
97,89,146,9.1,Alkaline
41,64,87,8.75,Alkaline
138,116,137,7.92,Alkaline
26,90,103,4.61,Acidic
71,134,29,5.32,Acidic
17,87,182,6.48,Clay
76,108,106,7.03,Sandy
44,92,77,8.19,Alkaline
114,24,126,4.86,Acidic
86,130,75,4.27,Acidic
139,102,121,6.4,Loamy
91,55,86,4.45,Acidic
21,92,134,7.66,Alkaline
91,67,120,6.95,Loamy
76,93,14,7.95,Alkaline
24,135,134,3.88,Acidic
107,93,64,9.29,Alkaline
134,96,49,3.5,Acidic
108,80,140,5.45,Acidic
133,30,190,7.58,Alkaline
23,112,123,3.77,Acidic
18,12,11,4.0,Acidic
82,137,76,3.96,Acidic
114,143,25,6.99,Loamy
8,46,101,8.88,Alkaline
111,123,51,6.83,Loamy
101,112,5,7.12,Loamy
47,124,144,5.58,Clay
68,50,180,3.61,Acidic
118,96,132,3.63,Acidic
44,78,98,8.83,Alkaline
124,100,136,4.12,Acidic
13,22,38,9.5,Alkaline
133,144,91,4.49,Acidic
134,119,36,7.55,Alkaline
36,76,7,9.19,Alkaline
52,50,72,5.67,Sandy
17,42,61,7.91,Alkaline
37,134,118,5.61,Sandy
128,13,156,5.33,Acidic
43,112,37,4.71,Acidic
46,137,135,8.43,Alkaline
34,102,136,5.04,Acidic
59,23,34,5.2,Acidic
89,75,74,9.49,Alkaline
51,43,53,5.46,Acidic
7,46,34,6.04,Sandy
